,raceId,team_points,team_name,nationality,year,circuit_name,name,location,country,lat,lng,wins
130,30,0.0,Toyota,Japanese,2008,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,0.0
131,30,0.0,Williams,British,2008,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,0.0
132,30,0.0,Force India,Indian,2008,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,0.0
133,30,0.0,Honda,Japanese,2008,Belgian Grand Prix,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139,0.0
134,31,10.0,Toro Rosso,Italian,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,1.0
135,31,10.0,McLaren,British,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,5.0
136,31,10.0,BMW Sauber,German,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,1.0
137,31,5.0,Renault,French,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,0.0
138,31,3.0,Ferrari,Italian,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,7.0
139,31,1.0,Red Bull,Austrian,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,0.0
140,31,0.0,Toyota,Japanese,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,0.0
141,31,0.0,Williams,British,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,0.0
142,31,0.0,Honda,Japanese,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,0.0
143,31,0.0,Force India,Indian,2008,Italian Grand Prix,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111,0.0
144,32,10.0,Renault,French,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,1.0
145,32,9.0,Williams,British,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,0.0
146,32,6.0,McLaren,British,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,5.0
147,32,5.0,Toyota,Japanese,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,0.0
148,32,4.0,Toro Rosso,Italian,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,1.0
149,32,3.0,BMW Sauber,German,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,1.0
150,32,2.0,Red Bull,Austrian,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,0.0
151,32,0.0,Honda,Japanese,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,0.0
152,32,0.0,Ferrari,Italian,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,7.0
153,32,0.0,Force India,Indian,2008,Singapore Grand Prix,Marina Bay Street Circuit,Marina Bay,Singapore,1.2914,103.864,0.0
154,33,15.0,Renault,French,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,2.0
155,33,8.0,BMW Sauber,German,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,1.0
156,33,8.0,Ferrari,Italian,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,7.0
157,33,4.0,Toyota,Japanese,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,0.0
158,33,3.0,Toro Rosso,Italian,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,1.0
159,33,1.0,Red Bull,Austrian,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,0.0
160,33,0.0,Williams,British,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,0.0
161,33,0.0,McLaren,British,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,5.0
162,33,0.0,Honda,Japanese,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,0.0
163,33,0.0,Force India,Indian,2008,Japanese Grand Prix,Fuji Speedway,Oyama,Japan,35.3717,138.927,0.0
164,34,10.0,McLaren,British,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,6.0
165,34,14.0,Ferrari,Italian,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,7.0
166,34,6.0,Renault,French,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,2.0
167,34,7.0,BMW Sauber,German,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,1.0
168,34,2.0,Toyota,Japanese,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,0.0
169,34,0.0,Toro Rosso,Italian,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,1.0
170,34,0.0,Red Bull,Austrian,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,0.0
171,34,0.0,Honda,Japanese,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,0.0
172,34,0.0,Williams,British,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,0.0
173,34,0.0,Force India,Indian,2008,Chinese Grand Prix,Shanghai International Circuit,Shanghai,China,31.3389,121.22,0.0
174,35,16.0,Ferrari,Italian,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,8.0
175,35,8.0,Renault,French,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,2.0
176,35,5.0,Toro Rosso,Italian,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,1.0
177,35,6.0,McLaren,British,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,6.0
178,35,4.0,Toyota,Japanese,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,0.0
179,35,0.0,Red Bull,Austrian,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,0.0
180,35,0.0,BMW Sauber,German,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,1.0
181,35,0.0,Williams,British,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,0.0
182,35,0.0,Honda,Japanese,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,0.0
183,35,0.0,Force India,Indian,2008,Brazilian Grand Prix,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,0.0
184,36,13.0,Ferrari,Italian,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,1.0
185,36,14.0,McLaren,British,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
186,36,5.0,BMW Sauber,German,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
187,36,4.0,Renault,French,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
188,36,2.0,Williams,British,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
189,36,1.0,Toyota,Japanese,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
190,36,0.0,Honda,Japanese,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
191,36,0.0,Super Aguri,Japanese,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
192,36,0.0,Red Bull,Austrian,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
193,36,0.0,Toro Rosso,Italian,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
194,36,0.0,Spyker,Dutch,2007,Australian Grand Prix,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,0.0
195,37,18.0,McLaren,British,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,1.0
196,37,10.0,Ferrari,Italian,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,1.0
197,37,5.0,BMW Sauber,German,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,0.0
198,37,4.0,Renault,French,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,0.0
199,37,2.0,Toyota,Japanese,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,0.0
200,37,0.0,Williams,British,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,0.0
201,37,0.0,Red Bull,Austrian,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,0.0
202,37,0.0,Honda,Japanese,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,0.0
203,37,0.0,Super Aguri,Japanese,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,0.0
204,37,0.0,Toro Rosso,Italian,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,0.0
205,37,0.0,Spyker,Dutch,2007,Malaysian Grand Prix,Sepang International Circuit,Kuala Lumpur,Malaysia,2.76083,101.738,0.0
